id,category,title,question,answer,intent,keywords,priority,status,approved,source_type
kb_0173,Radicación,Detectar error radicacion,El ticket tiene sin área responsable,Solicita definir área principal o clasificarla con ayuda del asistente. Esto ayuda a mantener calidad de datos y trazabilidad.,detectar_error_radicacion,sin área responsable; error; radicación; ticket,8,active,True,corpus_conversacional_inicial
kb_0174,Seguimiento y cierre,Corregir ticket,¿Qué hago si hay sin área responsable?,Solicita definir área principal o clasificarla con ayuda del asistente. No se debe borrar información; se debe aclarar formalmente.,corregir_ticket,sin área responsable; corregir; seguimiento,8,active,True,corpus_conversacional_inicial
kb_0175,Radicación,Detectar error radicacion,El ticket tiene prioridad inflada,"Pide justificar urgencia con impacto, vencimiento o riesgo real. Esto ayuda a mantener calidad de datos y trazabilidad.",detectar_error_radicacion,prioridad inflada; error; radicación; ticket,8,active,True,corpus_conversacional_inicial
kb_0176,Seguimiento y cierre,Corregir ticket,¿Qué hago si hay prioridad inflada?,"Pide justificar urgencia con impacto, vencimiento o riesgo real. No se debe borrar información; se debe aclarar formalmente.",corregir_ticket,prioridad inflada; corregir; seguimiento,8,active,True,corpus_conversacional_inicial
kb_0177,Radicación,Detectar error radicacion,El ticket tiene sin evidencia,"Permite radicación, pero marca evidencia pendiente si el cierre exige soporte. Esto ayuda a mantener calidad de datos y trazabilidad.",detectar_error_radicacion,sin evidencia; error; radicación; ticket,8,active,True,corpus_conversacional_inicial
kb_0178,Seguimiento y cierre,Corregir ticket,¿Qué hago si hay sin evidencia?,"Permite radicación, pero marca evidencia pendiente si el cierre exige soporte. No se debe borrar información; se debe aclarar formalmente.",corregir_ticket,sin evidencia; corregir; seguimiento,8,active,True,corpus_conversacional_inicial
kb_0179,Radicación,Detectar error radicacion,El ticket tiene ticket duplicado,Sugiere buscar casos similares y relacionar el nuevo comentario al ticket existente. Esto ayuda a mantener calidad de datos y trazabilidad.,detectar_error_radicacion,ticket duplicado; error; radicación; ticket,8,active,True,corpus_conversacional_inicial
kb_0180,Seguimiento y cierre,Corregir ticket,¿Qué hago si hay ticket duplicado?,Sugiere buscar casos similares y relacionar el nuevo comentario al ticket existente. No se debe borrar información; se debe aclarar formalmente.,corregir_ticket,ticket duplicado; corregir; seguimiento,8,active,True,corpus_conversacional_inicial
kb_0181,Radicación,Detectar error radicacion,El ticket tiene cierre sin respuesta final,Indica que debe agregarse respuesta final antes del cierre. Esto ayuda a mantener calidad de datos y trazabilidad.,detectar_error_radicacion,cierre sin respuesta final; error; radicación; ticket,8,active,True,corpus_conversacional_inicial
kb_0182,Seguimiento y cierre,Corregir ticket,¿Qué hago si hay cierre sin respuesta final?,Indica que debe agregarse respuesta final antes del cierre. No se debe borrar información; se debe aclarar formalmente.,corregir_ticket,cierre sin respuesta final; corregir; seguimiento,8,active,True,corpus_conversacional_inicial
kb_0183,Radicación,Detectar error radicacion,El ticket tiene comentarios desordenados,Sugiere resumir estado actual y próximo paso en un comentario claro. Esto ayuda a mantener calidad de datos y trazabilidad.,detectar_error_radicacion,comentarios desordenados; error; radicación; ticket,8,active,True,corpus_conversacional_inicial
kb_0184,Seguimiento y cierre,Corregir ticket,¿Qué hago si hay comentarios desordenados?,Sugiere resumir estado actual y próximo paso en un comentario claro. No se debe borrar información; se debe aclarar formalmente.,corregir_ticket,comentarios desordenados; corregir; seguimiento,8,active,True,corpus_conversacional_inicial
kb_0185,Seguimiento y cierre,Explicar estado ticket,¿Qué significa estado abierto?,El caso fue creado y aún requiere gestión. La interpretación final depende del flujo configurado en la app.,explicar_estado_ticket,abierto; estado; ticket,8,active,True,corpus_conversacional_inicial
kb_0186,Seguimiento y cierre,Explicar estado ticket,Mi solicitud aparece como abierto,El caso fue creado y aún requiere gestión. Revisa el último comentario para conocer el siguiente paso.,explicar_estado_ticket,abierto; solicitud; estado,8,active,True,corpus_conversacional_inicial
kb_0187,Seguimiento y cierre,Explicar estado ticket,¿Qué significa estado asignado?,Ya existe un responsable definido para atenderlo. La interpretación final depende del flujo configurado en la app.,explicar_estado_ticket,asignado; estado; ticket,8,active,True,corpus_conversacional_inicial
kb_0188,Seguimiento y cierre,Explicar estado ticket,Mi solicitud aparece como asignado,Ya existe un responsable definido para atenderlo. Revisa el último comentario para conocer el siguiente paso.,explicar_estado_ticket,asignado; solicitud; estado,8,active,True,corpus_conversacional_inicial
kb_0189,Seguimiento y cierre,Explicar estado ticket,¿Qué significa estado en revisión?,"El responsable está validando información, evidencia o impacto. La interpretación final depende del flujo configurado en la app.",explicar_estado_ticket,en revisión; estado; ticket,8,active,True,corpus_conversacional_inicial
kb_0190,Seguimiento y cierre,Explicar estado ticket,¿Qué significa estado en espera?,"El caso depende de información, autorización o evidencia adicional. La interpretación final depende del flujo configurado en la app.",explicar_estado_ticket,en espera; estado; ticket,8,active,True,corpus_conversacional_inicial
kb_0191,Seguimiento y cierre,Explicar estado ticket,¿Qué significa estado vencido?,El tiempo esperado fue superado y requiere revisión prioritaria. La interpretación final depende del flujo configurado en la app.,explicar_estado_ticket,vencido; estado; ticket,8,active,True,corpus_conversacional_inicial
kb_0192,Seguimiento y cierre,Explicar estado ticket,¿Qué significa estado cerrado?,El caso tiene conclusión registrada y no requiere acciones activas. La interpretación final depende del flujo configurado en la app.,explicar_estado_ticket,cerrado; estado; ticket,8,active,True,corpus_conversacional_inicial
kb_0193,Seguimiento y cierre,Explicar estado ticket,¿Qué significa estado reabierto?,El cierre anterior no resolvió completamente el caso o apareció evidencia nueva. La interpretación final depende del flujo configurado en la app.,explicar_estado_ticket,reabierto; estado; ticket,8,active,True,corpus_conversacional_inicial
kb_0194,Proceso de calidad,Diferenciar acciones calidad,¿Qué diferencia hay entre corrección y otras acciones?,"Corrección: Soluciona el efecto inmediato del problema. En la Mesa de Ayuda debe quedar claro si se trata de contención, corrección, acción correctiva, preventiva o mejora.",diferenciar_acciones_calidad,corrección; acción; calidad; diferencia,8,active,True,corpus_conversacional_inicial
kb_0195,Proceso de calidad,Diferenciar acciones calidad,¿Qué diferencia hay entre acción correctiva y otras acciones?,"Acción correctiva: Busca eliminar la causa raíz para evitar repetición. En la Mesa de Ayuda debe quedar claro si se trata de contención, corrección, acción correctiva, preventiva o mejora.",diferenciar_acciones_calidad,acción correctiva; acción; calidad; diferencia,8,active,True,corpus_conversacional_inicial
kb_0196,Proceso de calidad,Diferenciar acciones calidad,¿Qué diferencia hay entre acción preventiva y otras acciones?,"Acción preventiva: Reduce un riesgo antes de que se convierta en problema. En la Mesa de Ayuda debe quedar claro si se trata de contención, corrección, acción correctiva, preventiva o mejora.",diferenciar_acciones_calidad,acción preventiva; acción; calidad; diferencia,8,active,True,corpus_conversacional_inicial
kb_0197,Proceso de calidad,Diferenciar acciones calidad,¿Qué diferencia hay entre plan de mejora y otras acciones?,"Plan de mejora: Aumenta desempeño, control o eficiencia de un proceso. En la Mesa de Ayuda debe quedar claro si se trata de contención, corrección, acción correctiva, preventiva o mejora.",diferenciar_acciones_calidad,plan de mejora; acción; calidad; diferencia,8,active,True,corpus_conversacional_inicial
kb_0198,Proceso de calidad,Diferenciar acciones calidad,¿Qué diferencia hay entre contención y otras acciones?,"Contención: Controla temporalmente el impacto mientras se define solución de fondo. En la Mesa de Ayuda debe quedar claro si se trata de contención, corrección, acción correctiva, preventiva o mejora.",diferenciar_acciones_calidad,contención; acción; calidad; diferencia,8,active,True,corpus_conversacional_inicial
kb_0199,Conversaciones normales,Tono humano,Necesito una respuesta más humana,"Claro. Puedo responder de forma más cercana, pero manteniendo datos verificables y trazabilidad del proceso.",tono_humano,necesito; respuesta; humana; claro; responder; forma; cercana; pero; manteniendo; datos,6,active,True,corpus_conversacional_inicial
kb_0200,Conversaciones normales,Tono humano,Háblame menos técnico,Entendido. Te lo explico en palabras simples y con pasos concretos.,tono_humano,háblame; menos; técnico; entendido; explico; palabras; simples; pasos; concretos,6,active,True,corpus_conversacional_inicial
kb_0201,Conversaciones normales,Tono humano,Dame una respuesta para copiar y pegar,Puedo proponerte una respuesta lista para usar. Debes revisarla antes de enviarla si contiene datos del ticket.,tono_humano,dame; respuesta; copiar; pegar; proponerte; lista; usar; debes; revisarla; antes,6,active,True,corpus_conversacional_inicial
kb_0202,Conversaciones normales,Tono humano,Dime la mejor opción,"Puedo recomendar una opción con base en el proceso, pero la decisión final depende del responsable autorizado.",tono_humano,dime; mejor; opción; recomendar; base; proceso; pero; decisión; final; depende,6,active,True,corpus_conversacional_inicial
kb_0203,Conversaciones normales,Tono humano,No quiero llenar tantos campos,"Entiendo, pero los campos mínimos evitan reprocesos y ayudan a que el caso tenga trazabilidad y respuesta correcta.",tono_humano,quiero; llenar; tantos; campos; entiendo; pero; mínimos; evitan; reprocesos; ayudan,6,active,True,corpus_conversacional_inicial
kb_0204,Conversaciones normales,Tono humano,Esto me parece muy lento,"Podemos revisar tiempos, último seguimiento y responsable. Si hay vencimiento o bloqueo, se registra y se escala con justificación.",tono_humano,parece; lento; podemos; revisar; tiempos; último; seguimiento; responsable; vencimiento; bloqueo,6,active,True,corpus_conversacional_inicial
kb_0205,Conversaciones normales,Tono humano,Explícame como si fuera nuevo,"Claro. La Mesa de Ayuda registra solicitudes, asigna responsables, guarda evidencias, controla estados y permite seguimiento hasta el cierre.",tono_humano,explícame; fuera; nuevo; claro; mesa; ayuda; registra; asigna; responsables; guarda,6,active,True,corpus_conversacional_inicial
kb_0206,Roles y permisos,Explicar rol,¿Qué puede hacer el solicitante?,"El rol de solicitante puede crear solicitudes, aportar información, adjuntar evidencia y consultar el avance permitido. La acción exacta depende de los permisos configurados en la aplicación.",explicar_rol,solicitante; rol; permiso,6,active,True,corpus_conversacional_inicial
kb_0207,Roles y permisos,Validar permiso,"Soy solicitante, ¿puedo cerrar un ticket?",Depende de los permisos configurados y del estado del ticket. Debes validar si el rol de solicitante tiene autorización para cierre y si el caso cumple evidencia y respuesta final.,validar_permiso,solicitante; cerrar; permiso,6,active,True,corpus_conversacional_inicial
kb_0208,Roles y permisos,Explicar rol,¿Qué puede hacer el analista de calidad?,"El rol de analista de calidad puede revisar casos asignados, solicitar evidencia, responder seguimientos y proponer acciones. La acción exacta depende de los permisos configurados en la aplicación.",explicar_rol,analista de calidad; rol; permiso,6,active,True,corpus_conversacional_inicial
kb_0209,Roles y permisos,Explicar rol,¿Qué puede hacer el jefe general?,"El rol de jefe general puede revisar prioridades, desbloquear casos, escalar decisiones y validar cierres según permisos. La acción exacta depende de los permisos configurados en la aplicación.",explicar_rol,jefe general; rol; permiso,6,active,True,corpus_conversacional_inicial
kb_0210,Roles y permisos,Explicar rol,¿Qué puede hacer el super admin?,"El rol de super admin puede administrar usuarios, reglas, conocimientos, aprendizajes y configuración general. La acción exacta depende de los permisos configurados en la aplicación.",explicar_rol,super admin; rol; permiso,6,active,True,corpus_conversacional_inicial
kb_0211,Roles y permisos,Explicar rol,¿Qué puede hacer el auditoría?,"El rol de auditoría puede revisar trazabilidad, evidencias, cumplimiento y coherencia del cierre. La acción exacta depende de los permisos configurados en la aplicación.",explicar_rol,auditoría; rol; permiso,6,active,True,corpus_conversacional_inicial
kb_0212,Conversaciones normales,Fallback controlado,No encuentro ese ticket,"No encontré el ticket con la información disponible. Verifica el código o dame otro dato como asunto, solicitante, área o fecha aproximada.",fallback_controlado,encuentro; encontré; información; disponible; verifica; código; dame; otro; dato; asunto,6,active,True,corpus_conversacional_inicial
kb_0213,Conversaciones normales,Fallback controlado,No tengo permiso para ver ese caso,No puedo mostrar información de un caso sin permiso. Puedes solicitar acceso al responsable o al administrador autorizado.,fallback_controlado,permiso; mostrar; información; puedes; solicitar; acceso; responsable; administrador; autorizado,6,active,True,corpus_conversacional_inicial
kb_0214,Conversaciones normales,Fallback controlado,La información está incompleta,La información disponible no permite dar una respuesta segura. Falta al menos un dato clave para continuar.,fallback_controlado,información; está; incompleta; disponible; permite; respuesta; segura; falta; menos; dato,6,active,True,corpus_conversacional_inicial
kb_0215,Conversaciones normales,Fallback controlado,Hay varias coincidencias,"Encontré más de un posible resultado. Necesito que confirmes número de ticket, área o fecha para evitar errores.",fallback_controlado,varias; coincidencias; encontré; posible; resultado; necesito; confirmes; número; fecha; evitar,6,active,True,corpus_conversacional_inicial
kb_0216,Conversaciones normales,Fallback controlado,No existe regla oficial,No encontré una regla oficial para ese caso. Puedo registrarlo como pregunta sin respuesta para revisión del Super Admin.,fallback_controlado,existe; regla; oficial; encontré; registrarlo; pregunta; respuesta; revisión; super; admin,6,active,True,corpus_conversacional_inicial
